id,package,review,link,topic
db7410d4-afca-11e6-be22-b252784303c8,com.fsck.k9,K9 is a very good email app! Unfortunately K9 crashes randomly on Android 6.01 (Moto g4 plus). At times the stored emails get corrupted.,no,
e01c634e-afca-11e6-be22-b252784303c8,com.fsck.k9,Crashes daily I used this for years  but since it started crashing every day  I'll have to start looking for something better.,no,
e7fc875c-afca-11e6-be22-b252784303c8,com.fsck.k9,Became buggy I've been using this for a long time. Now everytime I try to delete mail it freezes and crashes. Reported bug many times and not so much as a response from it.,no,delete
f6b04365-afca-11e6-be22-b252784303c8,com.fsck.k9,I used to love the app. I still use it but the app crashes then emails don't load properly. After the update it's a huge disappointment,no,load
f772a90d-afca-11e6-be22-b252784303c8,com.fsck.k9,Used to be good Crashes every time I select more than a few emails for deletion. Also  hard to visually distinguish between read and unread. Uninstalling..,no,
00057c45-afcb-11e6-be22-b252784303c8,com.fsck.k9,Has nice interface and functions but keeps on overheating my phone and crashing,no,
045108cf-afcb-11e6-be22-b252784303c8,com.fsck.k9,Great Great app  but it crashes when it is used with Orbot and Orwall,no,
052d10f8-afcb-11e6-be22-b252784303c8,com.fsck.k9,Crash Crashing on nougat. Can't use it,no,
0af10b98-afcb-11e6-be22-b252784303c8,com.fsck.k9,Stopped working :-( For some reason today this has just stopped working. I've cleared my cache  now tried uninstalling and reinstalling but get so far in the setting up process and each time the app just crashes  over and over. Today I missed a very important email because of this  and STILL can't get it to work. Very unhappy.,no,
1adc5d46-afcb-11e6-be22-b252784303c8,com.fsck.k9,Rubbish Error while entering email then crashes,no,compose
2291efcd-afcb-11e6-be22-b252784303c8,com.fsck.k9,K9 Mail 5 stars I prefer how reliable the k9 mail program is and rarely crashes.,no,
996a4851-afcb-11e6-be22-b252784303c8,com.fsck.k9,Frustrating enough to make you cry... Just kept having crash issues. Draughts were not completely saved resulting in frustration. The interface gets in the way of itself making it hard to star messages without scrolling down the page... The developers haven't responded at any point. But I could be the anomaly. I've since cleared data and removed all my accounts and started to put them back on one by one  but this is not favourable. It will also not let me export my account settings so I can't back my settings up if it goes t‰÷Éts-up again. RSVP,no,
d0e2924a-afcb-11e6-be22-b252784303c8,com.fsck.k9,A LOT of fc's When did all the forced closes (crashes) start? This app has become really unstable.,no,
